chrom	pos	cn	baf
12	1	1.7975510215263037	0.9377917899685837
12	83350	1.809416864428466	0.6052648889696646
12	166699	1.7890632362685672	0.7998546668816437
12	250048	2.0931642056739967	0.03899999876451881
12	333397	2.1966683417932176	0.7984979069696572
12	416746	1.991031933416899	0.2947373387190398
12	500095	2.1131461791575363	0.21522366403745147
12	583445	1.860312076666963	0.24894891995080176
12	666794	2.147587144517109	0.4895339528330038
12	750143	1.9141180593832534	0.5809050213278071
12	833492	2.080109457785635	0.0005079515259851959
12	916841	1.9967332709630803	0.311569826476695
12	1000190	1.7698436675310727	0.7055918270159364
12	1083540	1.8937808850503322	0.7974115194481934
12	1166889	2.0205314857075845	0.21935565685913858
12	1250238	1.778042129334148	0.25338089091299376
12	1333587	2.0355866197670984	0.6863325574761725
12	1416936	1.8300473055845494	0.5977055135961445
12	1500285	2.0648752779507658	0.505515160680915
12	1583635	1.8367282279125297	0.5351100929954611
12	1666984	2.0531818876841763	0.511984071594163
12	1750333	2.0979929320229798	0.40509917616148317
12	1833682	1.9798321341418015	0.745701548187732
12	1917031	1.990384443774236	0.834613446921628
12	2000380	2.178265157215979	0.5757048376964242
12	2083730	1.9060145094379615	0.25743922059864033
12	2167079	1.935890722076308	0.9993470252111059
12	2250428	2.0768784196517442	0.06632127611256025
12	2333777	2.050678017738344	0.9446526333212973
12	2417126	1.9708604643165257	0.5363813842798235
12	2500475	1.8541968603522778	0.6851099830635964
12	2583824	2.1168352848138055	0.4896250959109801
12	2667174	1.8514157896582908	0.33314565917040007
12	2750523	2.2733847498901216	0.18273628964715402
12	2833872	1.856535792530108	0.0853920752789981
12	2917221	1.8673712732234442	0.3150169714114205
12	3000570	2.041009260498941	0.23731096831646667
12	3083919	2.065894449810636	0.5422796175444741
12	3167269	1.8831246151777534	0.8353267171555696
12	3250618	2.2030914092287026	0.06595685350078943
12	3333967	2.039567608414306	0.7257629169178041
12	3417316	1.9702512472475913	0.2648089851437355
12	3500665	2.0463204197812077	0.6624924043489228
12	3584014	2.145281187470243	0.6518369803631019
12	3667364	2.1931075325403824	0.7797300530021992
12	3750713	2.0231436377157332	0.0
12	3834062	1.8471102059536813	0.0
12	3917411	1.8489803979454988	0.1411760922555084
12	4000760	1.8302093494294978	0.9802803370526251
12	4084109	1.922899883334471	0.3093603938163063
12	4167459	2.004534404914952	0.6045812005368953
12	4250808	2.0256725565238116	0.32854128963838747
12	4334157	2.1352003207894965	0.519928874436507
12	4417506	1.7511989622139166	0.4586876145895822
12	4500855	1.9987088291826034	0.19767218680192597
12	4584204	2.0552972884211727	0.3383489663934434
12	4667554	1.6630403894022767	0.19128029242105174
12	4750903	2.0544258668355377	0.31389781520114723
12	4834252	2.3276099124196135	0.43713248771767677
12	4917601	2.092803407863038	0.8220831186813786
12	5000950	2.0369462111046897	0.22494220127447406
12	5084299	1.96716795833003	0.18590346272000666
12	5167648	2.027935003591488	0.26637215168452505
12	5250998	2.1844557804637117	0.7779472226868064
12	5334347	1.9583907246305339	0.26516730780379594
12	5417696	2.1432294177124676	0.8562546848330261
12	5501045	2.0556948814211276	0.36927803482957283
12	5584394	2.1951907920475553	0.3207604052800966
12	5667743	2.130685908924746	0.390094636056203
12	5751093	2.0227444690507546	0.4897585025479187
12	5834442	2.015007855719796	0.39384196628411844
12	5917791	1.962407359263939	0.4377454424992429
12	6001140	2.1172303734013656	1.0
12	6084489	1.9291749024580174	0.6972586811198284
12	6167838	2.013649545846098	0.8680939769026379
12	6251188	1.9767898795075582	0.8584316435772633
12	6334537	1.8390530107174483	0.4710844504281368
12	6417886	2.026448996894813	0.7873261904847108
12	6501235	1.816959040671456	0.4596835374393135
12	6584584	1.9462156227308982	0.6051829642398477
12	6667933	2.0800570822253435	0.7244075118948152
12	6751283	2.0202687405222455	0.5306636215863386
12	6834632	2.018354264876146	0.50190172219844
12	6917981	1.8962339873690603	0.0
12	7001330	2.125864093981634	0.9768997900810544
12	7084679	1.8936615775356664	0.08556089053331281
12	7168028	2.084762552973776	0.10105521305086015
12	7251377	2.155863022534438	0.06620101591133212
12	7334727	1.8163341480221271	0.6070055910378609
12	7418076	1.9512222938093033	0.3020204160114425
12	7501425	1.940190258480627	0.8674359584371396
12	7584774	2.0327469422534374	0.6112765280708261
12	7668123	1.8867879216190784	0.8219212837965101
12	7751472	1.860150045600843	0.15099168444523484
12	7834822	1.9935689142794963	0.4266919551900805
12	7918171	1.9326651272110948	0.6404557617502109
12	8001520	1.9824848082053546	0.1803226381977597
12	8084869	2.10712375974993	0.4212322470494003
12	8168218	1.8059123551571907	0.73892853334547
12	8251567	1.986347323075028	0.6350185694884828
12	8334917	1.9290833525256061	0.8742608487918846
12	8418266	2.0028393909041426	0.5766671397430877
12	8501615	1.9295590312854713	0.1952493243349652
12	8584964	1.8583780778457704	0.8815207728952729
12	8668313	2.0471668721598526	0.9548683547962504
12	8751662	2.3325722832747466	0.4910354329935676
12	8835012	1.9879298121787308	0.11727249916885325
12	8918361	1.9128636781593327	0.2986684016343969
12	9001710	1.912498056306853	0.7230763583592964
12	9085059	2.1121654841406414	0.028190315537558845
12	9168408	1.8947648483926345	0.30066559959106537
12	9251757	2.1559555411178315	0.33229475853447793
12	9335107	1.8035837979645228	0.8032253607370511
12	9418456	2.0230792571647256	0.4925011076571072
12	9501805	2.0796023924325864	0.503407416346189
12	9585154	2.091493928762493	0.6647368773228844
12	9668503	2.0830730282363814	0.7367496844974872
12	9751852	2.0319230406514732	0.33459087863308
12	9835201	2.1384303740759445	0.17664006674914465
12	9918551	1.8810837466254582	0.2411928413325904
12	10001900	1.9227037874439605	0.13211945820828702
12	10085249	1.9516348641745815	0.14336110340964606
12	10168598	2.178021944716575	0.44991551179008615
12	10251947	2.055943811720477	0.2501390033219432
12	10335296	2.0818317007857257	0.787771960114405
12	10418646	1.9785085935443403	0.0
12	10501995	2.0980169016511288	0.9789211731397615
12	10585344	1.8137585193725305	0.027887229182302173
12	10668693	1.950930997173136	0.35340398841614357
12	10752042	1.9739138722313672	0.7708956916551823
12	10835391	1.9430814072305629	0.8277991597917216
12	10918741	1.9614478443582002	0.1028870702195725
12	11002090	2.065622815938807	0.8160477202168115
12	11085439	2.028603196188379	0.7293208796322123
12	11168788	2.1432413573707976	0.46855911618717383
12	11252137	1.7496465306682394	0.5718320787225115
12	11335486	2.178589834871956	0.37481500207860113
12	11418836	1.9220336526296835	0.33237128834995666
12	11502185	2.1579172938337488	0.061825675908982566
12	11585534	1.9498950334813652	0.02785816537328828
12	11668883	2.0443427539321437	0.49957173875023936
12	11752232	1.8707825468677253	0.0
12	11835581	1.854063930203515	0.1510776210179583
12	11918930	2.069735584113063	0.10866960254039024
12	12002280	1.6803134555226413	0.6478815160784205
12	12085629	1.8541790759250538	0.7193875442752253
12	12168978	2.092002204969936	0.7060967727909278
12	12252327	1.9502751065976922	1.0
12	12335676	1.8941360363040112	0.9630210853968851
12	12419025	2.1827357278093014	0.2323262795678445
12	12502375	2.224925465458689	0.3513255549610528
12	12585724	2.000050115053461	0.5511330163333468
12	12669073	2.1528484971410218	0.0
12	12752422	2.1820443770843454	0.17225476084875316
12	12835771	1.9980421814554836	0.8675887277889209
12	12919120	1.9385343806454547	0.4188030879655738
12	13002470	2.0106462434037904	0.5131812660031101
12	13085819	1.8254598837151126	0.7157827889146117
12	13169168	2.0681535158803186	0.8311401075089934
12	13252517	1.9604664966387912	0.8668911732853427
12	13335866	2.0067779613553194	0.9138581227494722
12	13419215	2.005041054724051	0.30992809336888594
12	13502565	1.8982972455811782	0.63490436341131
12	13585914	1.9957016460752015	0.1187943745015291
12	13669263	1.8368727213439127	0.982719642497355
12	13752612	1.942116573274679	0.29123311752458925
12	13835961	1.866401569573683	0.4355313749810961
12	13919310	1.8948034797933953	0.9116500151955679
12	14002660	1.729089667463565	0.5951585894171739
12	14086009	1.948489443068747	0.3268944621676644
12	14169358	2.058264982961828	0.04767801418509845
12	14252707	2.0213352681104886	0.5197119621749501
12	14336056	2.13006828845325	0.5634436697066735
12	14419405	1.8856756877785898	0.6495057451305817
12	14502754	1.9425565448317215	0.16229991106475597
12	14586104	2.1100569221646404	0.6623791713658536
12	14669453	1.9896090187742212	0.3334867411430893
12	14752802	2.0221999937398816	0.893814740455448
12	14836151	2.2537016315412144	0.6735271502634671
12	14919500	1.9694952998241388	0.917723511707921
12	15002849	1.9419031193003733	0.03056287620438673
12	15086199	1.8808430897457669	0.90153781817261
12	15169548	1.9652944481930918	0.8773394545940741
12	15252897	2.122612253317086	0.49632860663152023
12	15336246	2.068829371334545	1.0
12	15419595	2.171908858857508	0.6963255473809103
12	15502944	2.043301110595582	0.9517825779582508
12	15586294	1.7310999922511137	0.797084409184959
12	15669643	2.075490115341141	0.9232001201126968
12	15752992	2.012510624110832	0.1364069953339256
12	15836341	2.000205275221331	0.2065712360075945
12	15919690	2.1461876146529764	0.4600516610534454
12	16003039	1.9670764496129811	0.7682837875866806
12	16086389	2.0695603796179274	0.2926004646282632
12	16169738	1.870790847821941	0.47986301827988886
12	16253087	1.817808019431324	0.16344591334683545
12	16336436	1.928143516719845	0.8890178554947614
12	16419785	1.9623584291413538	0.7281977957158596
12	16503134	2.0657638200689434	0.02284802976943081
12	16586483	1.868305768440898	0.03406548581213639
12	16669833	2.1808352934193267	0.9388492899839571
12	16753182	1.884128280229068	0.3959244051839782
12	16836531	1.9894243089370274	0.5718510518112847
12	16919880	2.0013956246183304	0.9324595432674343
12	17003229	2.0359102329957715	0.9972984630568493
12	17086578	2.054094445563821	0.12601523136363055
12	17169928	2.2714499277237907	0.6573357366226651
12	17253277	1.9276838204073679	1.0
12	17336626	2.0375285342132776	0.17172087648013126
12	17419975	1.989974020070754	0.6613698426600063
12	17503324	2.1179499401859814	0.7268258662283645
12	17586673	2.0538648217365156	0.038548274435110226
12	17670023	2.02637150830253	0.3908245738951271
12	17753372	1.8207419701723384	0.1716965884888785
12	17836721	1.945624873427878	0.07747044268738701
12	17920070	1.8828105698469189	0.09780817093098308
12	18003419	1.9463384073359462	0.3328497689155593
12	18086768	1.9008929391720182	0.5609631618346819
